,SSOC,job_title,job_description,id,pred1,prob1,pred2,prob2,pred3,pred4,pred5
2453,26541,Associate Producer (Guest Booking) ,"The Associate Producer on the booking desk works to pursue first or exclusive interviews with news makers, market movers and plays an important role in ensuring CNBC's world-class offering for business and financial news. Responsible for building and maintaining relationships with new and established guests, PRs and key stakeholders. Work in conjunction with show teams to develop live segments by finding and booking compelling guests for the shows. Conduct pre-interviews with strong news judgement and prepare guests for their on-air appearances resulting in a robust interview. Communicate effectively with news teams, senior producers and news editors, anchors, and operations staff regarding guests interviews.",2453,26541,[0.9611858,14391, 0.038498655,11201,26544,24320
2454,12222,sales & marketing manager,"Serves customers by selling products and meeting customer needs. Adjusts content of sales presentations by studying the type of sales outlet or trade factor. Focuses sales efforts by studying existing and potential volume of dealers. Recommends changes in products, service, and policy by evaluating results and competitive developments. Submits orders by referring to price lists and product literature.",2454,12222,[0.9999999,12212, 8.904743e-08,12215,12213,12221
2455,31173,Permanent Process Technician [MNC | East | Semiconductor },"To monitor process performance indices on qualified processes and establish good controls to maintain process performance. To troubleshoot vision control, out of control situations and process issues, lot disposition and put correction actions in place. Support Engineer for cost reduction and improvement projects. Ensure productivity improvement through process optimization using quality improvements tools. Establish and maintain a good audit system for ISO requirements, internal and QA audit on process documentation.",2455,31173,0.97698194,31161, 0.009399311,31142,21412,31174
2456,13430,ASSISTANT DIRECTOR OF NURSING ( NURSING HOME) #SGUnitedJobs,"Coordinate, direct, plan and oversee patient care related activities to ensure delivery of quality patient care. Responsible in coordinating and planning for manpower, yearly workplans, capital and operational budgets. Lead and motivate the nursing team to achieve a high level of competency and code of conduct to meet organizational goals. Drive continuous quality improvement project to ensure service standards are met.",2456,13430,[0.9999987,13410, 1.3217806e-06,13230,13302,24213
2457,24320,Senior Executive – Corporate Communications and Community Engagement,"Create engaging and creative messages, collaterals and publicity materials to support programmes and activities, including fundraising campaigns. Planning and writing publications for Newsletters, Annual Report, Brochures etc. Assist in the updating and maintaining of website and social media platform. Handling of media enquiries, interviews and media liaison where required. Assist in the management of community partnership projects with schools, corporate companies, sponsors, etc. Management of organisation-wide communications plans (internal and external) Participate in events for Marketing/ Fundraising. Conceptualise and implement integrated branding campaign across a various communication platform including internal and outward-facing channels. Develop and nurture good relationships with the external stakeholders, media and influencers to build goodwill. Build stakeholder relationships - Identify opportunities for volunteer partnerships through engagements with social service organisations, community stakeholders, corporate partners and government agencies. Maintain relationships with social service organisations, community stakeholders, corporate partners and government agencies for volunteer recruitment. Drive engagement with key stakeholders through various platforms, working in conjunction with corporate communications. Identify key sector trends which may impact engagement strategy and volunteer management practices. Draft media releases, media statements, responses to media and public queries, and develop communications collaterals.",2457,24320,oba': [1.0,12221, 2.5222294e-17,24233,24231,24213
2458,34341,Commis Chef,"To ensure that the food and presentation quality is constantly maintained. Ensure food items are prepared according to company standards of quality and consistency. Controls cost by minimizing spoilage, waste, proper storage and exercising strict portion control. Work harmoniously and professionally with co-workers and supervisors. Prepares on daily basis food requisitions as assigned. Reports any equipment on the section which needs repair of maintenance. Maintaining of cleanliness in all assigned areas, including refrigerators and freezers. Performing any other duties assigned by management.",2458,34341,[0.9982992,94101, 0.0009469728,34342,51201,51311
2459,21494,Senior Quantity Surveyor,"Job Responsibilities. Prepare Tender documents for submission. Prepare Bill of Quantity. Carry out quantity take-off for project which includes sourcing for suppliers and sub-contractors, collate price comparison and costing summary. Obtain/evaluate quotations from subcontractors/suppliers. Job Requirements. Diploma/Degree in Quantity Surveying/ Civil Engineering or other related field. Minimum 4 years of working experience on Civil projects in Singapore. Proficient in Microsoft Word, Microsoft Excel, Internet, Bluebeam etc. Well Organised, Independent, Meticulous, Team Player with initiative. Able to work independently with minimum supervision.",2459,21494,oba': [1.0,21651, 3.0024078e-23,21421,21414,21498
2460,24333,"Digital Transformation, SAP Sales & Distribution Consultant","End to end implementation experience in SAP SD. Defining project objectives and quality control throughout its lifecycle. Working closely with clients, demonstrating professional knowledge to ensure that the deliverables are of the highest calibre to ensure client satisfaction. Applying subject matter expertise to identify, develop, and implement techniques to improve engagement productivity, increase efficiencies, mitigate risks, resolve issues, and optimize cost savings and efficiencies for client.",2460,24231,0.99242884,24212, 0.0073771654,24213,24232,33221
2461,51491,Massage Therapist ,"**ATTRACTIVE SALARY PACKAGE** **MONTHLY COMMISSION** **YEARLY BONUS** Responsibilities: Provide massage sessions. Explain the massage procedure. Keep the place clean and tidy. Requirements: Willingness to learn and work. Have devotion in learning Physiology. Benefits: Monthly Commission. Yearly Bonus. How to Apply: By submitting any application or resume to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employer for their consideration. We regret to inform that only shortlisted candidates would be notified. Wish you all the best. Damian Tan (EA Reg No: R1102628) Active Manpower Resources Pte Ltd (EA Lic No: 06C3757).",2461,51491,oba': [1.0,51422, 2.580374e-09,51421,51321,32551
2462,21421,Faculty position in Geotechnical Engineering,"The Department of Civil & Environmental Engineering, National University of Singapore (NUS) invites applications for tenure-track faculty positions in Geotechnical Engineering, on areas related to Urban Sustainable Development and Climate Change. The candidate should hold a doctorate in civil engineering, preferably with background and experience in, but not limited to, one or more of the following geotechnical domain expertise: underground space, land creation, sustainable geo-materials and coastal resilience. Additional skills and knowledge in data analytics and machine learning will be highly advantageous. Relevant industry experience and professional qualifications (e g professional engineer) will be considered favorably. The opening is at the Assistant Professor or Lecturer level. Exceptionally well qualified applicants may be considered at the Associate Professor level. Postdoctoral experience is highly desirable. The successful candidate must be able to teach effectively in English at both undergraduate and graduate levels and develop an active research programme. NUS offers internationally competitive remuneration, relocation assistance and other benefits. Newly recruited tenurable faculty members are eligible for start- up grants to facilitate the establishment of their research and development in NUS. Details of terms and benefits are available on http://www nus edu sg/careers/whatyougettoenjoy html. Interested candidates should submit their detailed curriculum vitae, copies of transcripts, statements of research and teaching interests and professional goals, and the names of three referees. Qualifications Doctorate degree in the relevant field of Geotechnical Engineering with at last 1 to 2 years overseas postgraduate experience.",2462,26310,0.68394226,12230, 0.079373084,21130,21421,21430
2463,32200,Assistant Nurse ( Welfare Home|12 hours Shift) #SGUnitedJobs,"Job Scope. Assist Doctor and staff nurse in simple procedures or treatment under supervision. Carry out basic nursing procedures such as wound dress, documentation, monitoring and recording observations of residents and their vital signs and report writing. Plays a central role in providing nursing care to residents. Job Requirements: Singaporeans Only. Registered with Singapore Nursing Board as Enrolled Nurse. Nitec in Nursing. At least 2 years of nursing experience. Proactive and self motivated. Preferably with one year of relevant experience in Home Care / nursing home / community hospital / Hospital setting. Working hours is 7am to 7pm. Alternate 12 hour shift 4 days per week and 3 days per week. 6 months contract. Location : West. Check out http://abercare sg/jobs-vacancies/ for detail. Interested applicant please email your detailed resume to career@abercare sg or contact us at +65 67219231. Abercare sg | EA License Number 18C9070 | Germaine Er Si Ying | Registration Number R1875721.",2463,32200,oba': [1.0,22200, 3.8622183e-08,42243,53201,53202
2464,12212," Senior Manager - Business Development, SME business","Demonstrate an entrepreneurial mindset and the highest degree of effectiveness while engaging in sales management, relationship management and account management across the various domains the have our presence such as banking, financial services, credit card processing, e-commerce, or payments. Identify, secure, and manage relationships with clients across Europe, effectively negotiating and persuading potential clients the value that Instarem can add to their business. Work into and effectively navigate the respective financial and fintech regulatory environment. Generate revenue from clients, and achieve pre-agreed targets on customer flows, revenues, and profitability. Calm and conscientiously manage high-pressure situations across a range of clients with differing business needs and operating environments across the region. Demonstrate business development and consultative selling skills with results-orientation to meet/exceed assigned financial and customer satisfaction goals. Pro-actively scout for opportunities in the marketplace through direct contact as well as partners. The job will involve building relationships with key players in banks, SME's, financial firms, marketplaces, eCommerce providers and others to generate qualified opportunities, mapping the account, influencing key decision-makers, convincing the client about the value proposition and closing the deal.",2464,12212,[0.9999964,12213, 2.9824575e-06,33221,24121,24212
2465,25113,Solution Architect,"Drive the end-to-end product development of digital banking products, from ideation, design, technical development, testing and roll out, to post-launch improvements and iterations. Assist the design of the core banking system and supporting product functions with integration with the existing system. Effectively manage stakeholder expectations and project timeline. Develop detailed project plans, track and monitor progress and manage project risks. Work with business team closely and deliver products which are in alignment with business goals and objectives. Work with the team to deliver holistic banking products and solutions, including deposit/loan accounts, deposit/loan products, payments, operations dashboard, accounting system and other supporting App functionalities.",2465,25113,oba': [1.0,25111, 6.57108e-09,24212,24213,25190
2466,21664,Senior UX Designer,"Lead collaborative co-designing practices with stakeholders, be responsible for creating alignment, focus, and accountability among a diverse group of internal and external stakeholders throughout the design engagement process. Develop, Design, and Manage the user experience for Consumer, Merchants and Developers for digital payment solutions. Build a world-class User Experience solution that supports the needs of the digital solutions team and products. Spark fresh ideas that are infused in our culture and our products. Foster a deep and rewarding collaboration with the Product Managers, Engineers, Marketers, and our customers. Build the supporting documentation to ensure success of a healthy User Experience team while delighting our customers. Help maintain and build an easy-to-follow User Interface Guideline. Representing the voice of the user throughout the whole product development process, working closely with PMs, designers, engineers, and leadership.",2466,21664,oba': [1.0,24212, 3.611652e-21,26413,25111,21670
2467,24111,Accountant (Consulting),"Liaising with clients, colleagues and shared services centre. Reviewing and implementing accounting policy. Providing guidance and imparting accounting knowledge to colleagues. Reviewing of multiple sets of accounts. Analysis of financial performance of clients. Liaising with clients and presentation of accounts to clients. Providing finance, tax and human resource advisory to clients. Ensure compliance with FRS, Companies Act and local statutory requirements. Supervising of accounts executives and accounts assistants. Prepare budgets and other financial reports. Prepare consolidated financial statements. Prepare unaudited financial statements. Other accounting and finance functions.",2467,24111,0.99992967,24112, 7.033974e-05,24131,24132,33131
2468,21130,Research Assistant (Chemical Engineering/Chemistry/Material Science),"Energy Research Institute @ NTU invites applications for the position of Research Assistant. Key Responsibilities: Development and optimization of an original process for the recycling for Li-Ion batteries Use of a precipitating agent in battery waste solution to form a new high valuable material Characterization of the obtained materials and evaluation for their application Design of a continuous process compatible with industrial requirements in term of toxicity and cost Scale-up of the process Job Requirements: Bachelor's degree in chemical engineering / chemistry / material science or equivalent Interest in chemical separation processes, especially by precipitation Experience with development of process and synthesis of materials Familiar with materials characterization techniques (SEM, PXRD, BET, ICP) Good command of oral and written English We regret that only shortlisted candidates will be notified.",2468,21130,0.94954705,21311, 0.02762853,21430,21319,21451
2469,22611,General Dentist,"Examine X-rays of teeth, gums, and jaw for problems. Give anesthetics to keep patients from feeling pain during procedures, if necessary. Keep accurate records of patients' dental structure. Keep accurate, complete, and appropriate clinical records consistent with the requirements of the practice. Make models and measurements for dental appliances, such as dentures, to fit patients, if required. Perform oral treatment such as filling, straightening of teeth, repair, or removal of teeth. Perform preventative oral healthcare such as periodontal treatments or fluoride applications. Prescribe antibiotics or other medications as required. Review medical history and interview patients on areas of concern. Teach patients about diet, flossing, use of fluoride, and other aspects of dental care. Teach patients to take care of their mouth and teeth. Use X-ray machines to capture teeth, gums, and jaw areas to identify oral problems.",2469,22611,[0.9332149,32510, 0.03446995,22612,22691,22670
2470,36100,Childcare Teacher *English Language*,"Responsibilities: Able to speak, read and write proficiently in English. Teaching young children. Must have Diploma/Cert in Early Childhood Education. Benefits: Bonus. How to Apply: By submitting any application or resume to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employer for their consideration. We regret to inform that only shortlisted candidates would be notified. Wish you all the best. Kumar (EA Reg No: R1107167) Active HR Solutions Pte Ltd (EA Lic No: 13C6623) Join our Telegram channel for more position openings: https://t me/sgactivejobs. Our Facebook Page: https://www facebook com/ActiveSGjobs. Check out our career page for more job opportunities: www careers-page com/activejobs. Alternatively, you can WhatsApp me at: https://wa me/6588282273.",2470,36100,oba': [1.0,32200, 1.3790062e-08,36910,36991,25121
2471,51421,Beautician,Consult customers before and after treatment. Perform facial treatments on customers. Upsell skincare products. Update customer records regularly. Handle basic front desk duties. Ensure store cleanliness and hygiene is well maintained. Build rapport and establish good relationships with customers to ensure customer retention.,2471,51421,oba': [1.0,51422, 8.068283e-29,52302,53203,51491
2472,43112,ACCOUNTS ASSISTANT #SGUnitedJobs,Responsibilities: Processing payment and prepare cheque. Supporting Accountant in data entry and information gather for reports purpose. A/R transactions. Any other ad-hoc work instructed by superior for account related matters. Requirements: Min in GCE 'O'/'N' level / ' A' level. Accounting knowledge is necessary.5 days work week.,2472,43112,0.99984145,43115, 0.00015579777,43111,43113,41101
2473,22200,Staff Nurse(Hougang/ Shift/ Nursing home) 6405,"Complies with approved standards of nursing practices. Provides nursing services requiring substantial and specialised nursing skills. Works closely With patient's doctor and multidisciplinary team to provide care to the patients. Updates on changes in patient's conditions and needs. Ensures care delivery and nursing interventions as outlined in the care plan. Evaluates the patient's response to care interventions and recommends revision of care plan as necessary. Works with Allied Health professionals and/or initiate preventive and rehabilitative nursing procedures. Carries out and supervise assessments of new admissions. Prepares and administers medications to residents and comply with safe medication practices. Responsible for safe Keeping of control drugs. Participates in training and development of care staff. Manages any emergency that arises and ensure prompt actions to mitigate the situation and escalate promptly to supervisor, where necessary. Works with staff to maintain a safe and clean environment in the nursing home. Secondary Responsibilities and duties (20%) Participates in quality assurance activities to monitor and evaluate the quality and appropriateness of nursing care. Participates in quality audits that are planned and conducted periodically. Contributes to the evaluation of staff performance appraisal with Nurse Manager. Deputizes the Nursing Manager in his/her absence. Assumes additional responsibilities as assigned by Nursing Manager, Senior Nurse Manager, and Head (Nursing).",2473,22200,0.99999917,32200, 8.2990556e-07,13430,41101,22680
2474,21231,Lead Data Analyst,"Work alongside the game operations and marketing team to collect and analyse key data metrics to make strategic business decisions. Develops models, reports, and visualisation to share on observations, recommendations and trend forecasting with management and internal stakeholders to continuously improve game play and user acquisitions. Identify and evaluate potential data source in support of project requirements, seeking possible new insights, and endeavours to resolve data gaps that impact the fulfilment of the KPIs. Develop and operationalize processes that ensure timely data loading and maintain accuracy and relevance of data used within the data department. Work with backend/data engineers to troubleshoot and ensure uptime of the data pipeline and reporting systems. Keep up to date with data policies and process confidential data and information according to guidelines.",2474,21231, [0.997221,21222, 0.0027790002,21239,21212,21411
2475,25121,Software Developer,"Responsibilities to develop front-end screens in HTML/CSS/Javascript or Frontend framework (Bootstrap/Angular) after prototyping is complete to function as a practitioner with a keen sense of Visual and UX design to support Manager in collaboration using design thinking technics, to design experiences to delight customers. Has knowledge or experience in JavaScript. HTML/CSS experience, including concepts like cross-browser compatibility and layout. Good to have design thinking no working experience required.",2475,25121,0.99646384,25122, 0.003536143,25113,25140,25111
2476,24212,Murex Front Office Business Analyst,"Nityo Infotech is looking for a Murex 3.1 Front Office Business Analyst. This is a 12 months contract role, extendable. Requirements: Front Office business analysis, requirements gathering and documentation Front Office system configuration (Curves, pricing, eTradepad, simulation views) FO Static data design & setup Murex 3.1 (Front Office) Good analytical skills required (quantitative analysis ability is a plus) Business competencies: Good knowledge of Financial Markets Competencies and soft skills Competencies are the behaviors, skills, knowledge, abilities and personal qualities that you need to be effective in your role. Please refer to the Competency Framework for more detail on the competencies and the behaviors they represent. Our competencies are: Client focus: understands clients' businesses identifies and understands the needs and objectives of clients, both on an individual and corporate basis. Communication skills: expresses ideas effectively, both verbally and in writing adjusts language, terminology and non-verbal communication as appropriate. Teamwork: works effectively with others helps to build strong teams and networks. Personal leadership: realistically identifies own skills, experience, knowledge and other personal attributes displays confidence and resilience. Results driven: knows how to get the work done most effectively delivers a high quality service. Planning and organising: identifies and meets milestones understands and articulates deliverables assesses and mitigates risks sticks to the scope of work and manages any changes. Analytical decision-making: identifies and solves problems using insight and experience to make good decisions gathers relevant information, identifying important issues and drawing conclusions. Interpersonal skills: develops and uses a wide range of strategies to influence and persuade others gains acceptance and commitment from others. Client facing: to have empathy towards clients and understand the important things to the client. Thoroughness in a way to build a trusting relationship with the client.",2476,24212,oba': [1.0,33221, 2.012768e-33,24232,24213,24131
2477,51201,cook supervisor,"Prepares ingredients by following recipes slicing, cutting, chopping, mincing, stirring, whipping, and mixing ingredients adding seasonings verifying taste and plating meals. Completes hot meal preparation by grilling, saut ing, roasting, frying, and broiling ingredients and assembling and refrigerating cold ingredients. Adheres to proper food handling, sanitation, and safety procedures maintains temperature and Hazard Analysis Critical Control Point (HACCP) logs as required and maintains appropriate dating, labeling, and rotation of all food items. Contributes to daily, holiday, and theme menus in collaboration with supervisor. Maintains cleanliness and sanitation of equipment, food storage, and work areas. Completes cleaning according to daily and weekly schedules and dishwashing/pot washing. Listens to customer complaints and suggestions and resolves complaints. Implements suggestions within parameter of position and refers more complex concerns to supervisor. Participates in and/or contributes to programs, committees, or projects designed to improve quality of service and employee productivity. Maintains clean work areas, utensils, and equipment. Develop new menu items while improvising the existing ones. Maintain and manage kitchen expenses, food cost, inventory and staffing within the budgetary limits. Able to cook north Indian food. Able to do shift work. Assisting with the preparation of food and the serving of all meals to customers. Supervising a team to ensure that the kitchen and service areas are clean and tidy. Ensuring all food and health and safety regulations are followed.",2477,51201,[0.9984276,51202, 0.0015724172,51312,34341,51311
2478,25121,Embedded Software Engineer,"by ensuring the various phases of specifications, C and C++ programming, testing, integration and validation on target embedded microprocessor. To do this, knowledge of ARM processors is preferable. Develop anti-regression tests along with benchmarking tests. Bring innovative ideas to improve our products, the quality of deliveries and development processes. Delivery of customers projects (consulting and training).",2478,25121,[0.9999502,25122, 4.9815095e-05,25190,25151,25111
2479,13302,Project Executive/ Manager (IT Industry),"Manage daily project delivery after Sales transfer the win deals. Push suppliers to deliver goods to MG warehouse in HK/SG Work with logistics partner to deliver the goods to destinated countries which customer required from HK/SG, need track and push the logistics partner deliver on time to meet customer target lead time. Work with customer to complete project Lead technical team complete low level design Manage internal and external technical resource complete project implementation Transfer the project to service operations team after system go-live. PMO internal and customer project process optimize and make standard record/report etc document. Logistics and oversea technical partners management.",2479,13302,0.99800545,13304, 0.0017724854,24213,13241,13230
2480,33224,eCommerce and Product Development,"Product Development (Local and Oversea) - Sourcing, Import, Inventory Management, Menu Design, Item's P/L. Marketing - Influencers (Blogs),Social Medias, e-Commerces, Delivery Channels, Stores' Marketing, SEO, e-Ads. Design - Simple Design (using Canva com) and work with Freelance Designers. Work closely with 3rd parties - Landlords, Vendors, Partners, Governments and etc.",2480,33224,[0.9966755,33221, 0.0020203823,33223,33225,25122
2481,25232,Network Engineer/ Manager,"To design end-to-end Mobile IP network including: wireless, LAN, and backbone. To perform theoretical simulations and prepare test strategy. To execute system design, system engineering and implementation support for wireless/mobile systems. Plan for new outdoor/in-building site deployment. Optimize existing Wireless project implementations. To liaise with vendors and suppliers for job to be accomplished as well as time schedule of delivery to meet the project timeline. To provide relevant documentation write up for the project design. Support Testing and Commissioning, site installation and final acceptance by clients.",2481,25232,0.99999475,25220, 4.4461904e-06,25231,35121,25121
2482,51419,Hair Consultant ,"Attending to enquiries and providing comprehensive scalp and hair analysis. Understanding customer's needs and wants. Perform tailored treatments and professional consultation for homecare. Provide excellent customer service to increase customer satisfaction, growth and retention. Enhance knowledge on scalp and wellness related field. Achieve sales targets and beauty goals with customers. Any other ad-hoc duties. Requirements: Min. 3 year & above of scalp related experience preferred. Added advantage for candidates with NITEC in Beauty and hairdressing certificates. Willing to work retail hours & on weekends (11am - 9pm) Good interpersonal and communication skills. Customer centric and Result driven.",2482,51419,[0.9993987,51411, 0.00060126773,51412,51422,51491
2483,21664,"Senior UI/UX Designer, Game Development","Working closely with the art team, product owner, designers and engineers, to define, develop, and create UX solutions such as wireframes, UI flows, interactive mockups, etc. Defining the look and feel of our breakthrough titles together with the rest of the art team. Finding creative ways to solve UI/UX problems (e g usability, findability) Creating visually appealing, user-friendly, consistent, and crisp user interface elements (e g menus, buttons, icons and animation etc) Contributing to the brand/art style guides and technical documentation. Keeping up-to-date and communicating on the latest trends and influences in UI/UX for games and beyond, and sharing your findings with the team. Participating in playtests as interviewers and gathering feedback from players to improve the usability of our games.",2483,21664,[0.9999999,21661, 9.338732e-08,25122,21669,25111
2484,13462,"Manager, Life Insurance","To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and Never settle - as well as our brand promise, Here for good. Drive adoption and rollout of Agile framework within the Life Insurance business squad. Facilitate regular standups. Participate in sprint planning & reviews. Prepare retrospectives and note areas of improvements and action items for future sprints. Manage administrative activities/reporting. Eliminate external blockers and internal roadblocks through process/workflow improvements. Ensure that the risks, issues, costs and schedules are appropriately managed. Track the squad progress and communicate to internal and external stakeholders. Prepare updates for key strategic forums and committees like Prudential Steering Committees, Management meetings, etc. Work closely with country stakeholders and coordinate with key internal stakeholders like Channel and Segment, Risk and Compliance, Technology and Operations teams, etc to achieve business objectives. Work with preferred/exclusive partners in bringing best in class solutions and deliver it to our clients in an efficient and effective manner. Display exemplary conduct and live by the Group's Values and Code of Conduct. Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct. Lead to achieve the outcomes set out in the Bank's Conduct Principles: Fair Outcomes for Clients. Effective Financial Markets. Financial Crime Compliance. The Right Environment. Lead the squad in design methods and principles.Expertise on user centred design. Apply now to join the Bank for those with big career ambitions. To view information on our benefits including our flexible working please visit our career pages. To help speed up your application, please note the following:.",2484,13461,[0.9999945,13230, 5.4682905e-06,13420,13462,13303
2485,31124,Resident Technical Officer (C&S),Job Description. Supervise and ensure that construction works carried out are in accordance with regulatory and client's requirements. Monitor the work progress and work performance. Keep and maintain all the necessary and required site records and documentation. Job Requirement. JAC accredited RTO with minimum 3 years relevant experience in site supervision. Diploma/Degree in Engineering (C&S or ARCH or Electrical or M&E) or equivalent.,2485,31124,oba': [1.0,31122, 8.3701657e-19,31004,71000,31001
2486,21414,5114 - QA Engineer ( Boon Lay // 6 days // Quality ),"Lead supervises in process QC Production Inspection Activity and FAI submission team for achieving NCR reduction objective.Able to understand Mill cert and interrupt the data.Handle non-conformances and perform disposition of rejected parts, trend yield and rejects, investigate root cause of non-conformance and perform Corrective Action and Preventive Action as necessary.Manage supplier qualification processes and ensure supplier quality.Overseas Support for Customer Quality Related issues.Basic understand ISO 9001-2015, AS9000 & 13485 standard so to understand customer requirements.Perform any other related duties as assigned by immediate superior.",2486,21414,oba': [1.0,21415, 2.268866e-12,25151,21411,13292
2487,93201,FOOD PACKER 3AM TO 12PM,"We are looking for an engaging and inspiring, natural personnel to join the team! JOB OVERVIEW. Responsible for packing goods into correct containers and preparing them for service / delivery using various equipment. Responsible for facilitating the serving of food. SUMMARY OF RESPONSIBILITIES. Reporting directly to the Supervisor, the responsibilities and essential job functions of the Food Packer include but are not limited to the following:- Mark and lable containers, container tags, or products, using marking tools. Measure, weigh and count products and materials. Examine and inspect containers, materials and products in order to ensure that packing specifications are met. Record product, packaging and order information on specified forms and records. Remove completed or defective products or materials, placing them in the designated areas provided. Load materials and products into package processing equipment. Clean containers, materials, supplies or work areas using appropriate cleaning solutions and hand tools. Pack food in accordance with the order required for service. Carrying out the tasks following high level of hygiene policies and standards. Serve food to clients in an appropriate manner. Clean and prepares containers before placing goods in them. Applicants without experience are encouraged to apply as training provided. Ability to work in a team. Ability to multi-task. OTHER DETAILS. Working site: Tuas South Boulevard. 6 days / week, 3AM - 12pm. Full time up to $1650 / mth to $1800 / mth. Preferably who stay in the West. Transport & meal provided. Attractive Allowances. No quota for Non Singaporean. A good employment benefit and good career growth awaits the successful candidate. Interested candidates please apply via. APPLY NOW button.We regret only shortlisted candidates will be notified. Thank you for your application.",2487,93201,[0.9999386,93334, 3.182094e-05,83441,75110,83229
2488,34341,Senior Dim Sum Chef,Minimum 3 years working experience in Dim Sum industry. Candidate must be able to make handmade dim sum. Hardworking and job commitment. Salary will be commensurate with working experience. Meal and uniform will be provided. Preferred candidates that able to start work immediately.,2488,34341,[0.9931979,34343, 0.006787382,34321,51201,51202
2489,12213,Regional Sales Manager - Agriculture Instrumentation,"Client Portfolio : US MNC with Innovative line of Electronics which cater Agriculture Market in APAC. Role : APAC Sales Manager. Analyser Electronics. Individual role. Remuneration : Maximum 120K SGD Annual Package( Fixed ) Location : Singapore or China(Beijing) We are looking for someone who already part of t Precision Agriculture, Electronics and Instrumentation who understand process industry and analyser electronics equipment's. This role is focused channel Sales Mainly in China and Indonesia, Thailand markets, Jobs Task: Develop and implement tactical sales plans to achieve sales volumes with the assigned accounts consistent with annual business goals. This includes using gap analysis tools e g non-performance / geographical territory void. Manage train, and motivate CPs for sales growth and increase in market penetration. This includes conducting joint sales calls with CPs on a regular basis. Identify, cultivate, and grow direct OEM business accounts given current product portfolio. Analyze market drivers, technology developments, intellectual property landscape, regulatory drivers, and competitor posturing of assigned product line segments. Requirements: Bachelor's degree in, Engineering. Preferably with 8 to 10 years of relevant experience in a Sales, Business Development, regional sales and channel management. Especially in China market. Highly skilled in making presentations to audiences of different participants and size (potential channel partners, OEMs, sales staff, technical staff and non-technical professionals) Is knowledgeable of the global climate in the agricultural industry is aware of global trends in technology and understands the global market deals effectively with global partners and is aware of multicultural issues. If you are someone interested to explore Regional Sales with a US company and has strong understanding and network in agriculture industry and keen to expand your career in who are committed to solutions in APAC market. Do drop me a note to Dharshan.Kumar@lmarecruitment com. Company Reg. Number: 201131609D : Licence Number: 11C4684 : EA Reg No: R1110525.",2489,12213,[0.8049204,12212, 0.14071965,12222,12241,12112
2490,24133,Portfolio Manager,"Custodian of overall F&B concept/content development roadmap for FS Retail Group, including all IPs eg trademarks, recipe build, identity and fit-out manual. Create concept proposal ie. Overall concept plan, positioning, strategic rationale, target audience, cuisine type. Define menu nomenclature and menu requirements. Overview menu R&D innovation and process including menu items, costing, selling price, equipment list, workflow, customer ordering sequence. Oversee concept design development process including identity system, store layout, design, elements, fit-out. Work in tandem with FS Retail Group for the roll out of first pilot store before handing over to Business Unit.",2490,24133,[0.8517944,33225, 0.053263765,12222,13242,24213
2491,22652,Nutritionist,"We are currently looking for a Nutritionist to join our company. The candidate, being one of the few Nutritionists in this industry, will maintain the company's leader position in encouraging Healthy Eating and Living in its Food Courts. The candidate should also be a proven leader in guiding the company in innovative initiatives in its fields. Expected Job Responsibilities. Promote Healthy Eating Initiatives in the Food Court. Computing Calories count and Nutrition value for all menus. Constant liaising with Health Promotion Board. Designing and implementing healthy living initiatives for the company staff. Designing Healthy Meals for sale. Publicity work on company's Healthy Journal. What it takes. Diploma / Degree Holder in related field. At least 1 year experience in the same capacity. Able to converse in Mandarin (in order to liaise with Mandarin speaking associates) Good Leadership and resourceful. We regret only shortlisted candidate will be notified. Thank you.",2491,22652,0.99999976,34341, 1.338158e-07,13242,75121,33223
2492,71271,Air-Con Technician,"Job Description: . Maintain and service aircons in residential, commercial and industrial areas. Installation of the air-conditioning system. Troubleshooting and rectify the problem on-site. Diagnose and repair of the air-conditioning system. Others ad-hoc duties as assigned. Job Requirements: ITE/NTC 2/3 in mechanical engineering/facility technology. Minimum SPM or vocational certificate holder. At least 2-5 years of working experience in the same job capacity. Possess valid Singapore class 3 driving license. Able to write and speak English. Able to start work immediately. 6 day work week. Team Player.Salary is negotiable based on work experience.",2492,71271,oba': [1.0,71261, 2.3695574e-19,71331,71220,31152
2493,91153,Dishwasher-Cleaning Staff,"Job Description. Roles & Responsibilities. Full-time dishwasher is needed for F&B restaurant/cafe. Need to be physically able to carry up to 5 kg. Wash plates, clean and mop floor. Take care of the cleanliness of the washroom. Full-time / Part-time / Contract position available. Committed, hardworking and responsible staff only. Tuesdays to Sundays, 5pm - 1030pm, islandwide. Singaporeans / PR only.",2493,91153,0.97429776,91152, 0.025354013,91151,91131,91121
